InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Month
569253,23412,HEART MIRROR ANTIQUE WHITE,6,2011-10-03 10:55:00,7.5,13635.0,United Kingdom,45.0,2011-10
568402,21642,ASSORTED TUTTI FRUTTI PEN,24,2011-09-27 10:34:00,0.29,16629.0,United Kingdom,6.959999999999999,2011-09
578211,37475,SET/4 COLOURFUL MIXING BOWLS,1,2011-11-23 11:47:00,9.95,12748.0,United Kingdom,9.95,2011-11
563626,22757,LARGE RED BABUSHKA NOTEBOOK ,24,2011-08-18 10:31:00,1.25,16187.0,United Kingdom,30.0,2011-08
573291,22600,CHRISTMAS RETROSPOT STAR WOOD,12,2011-10-28 14:51:00,0.85,16554.0,United Kingdom,10.2,2011-10
538079,22727,ALARM CLOCK BAKELIKE RED ,8,2010-12-09 14:27:00,3.75,17671.0,United Kingdom,30.0,2010-12
542057,21448,12 DAISY PEGS IN WOOD BOX,1,2011-01-25 11:57:00,1.65,15967.0,United Kingdom,1.65,2011-01
547663,21059,PARTY INVITES DINOSAURS,5,2011-03-24 13:16:00,0.85,16022.0,United Kingdom,4.25,2011-03
556916,22996,TRAVEL CARD WALLET VINTAGE TICKET,1,2011-06-15 13:35:00,0.42,16898.0,United Kingdom,0.42,2011-06
575070,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,2011-11-08 12:58:00,1.69,17841.0,United Kingdom,1.69,2011-11
567612,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,12,2011-09-21 11:48:00,2.89,17164.0,United Kingdom,34.68,2011-09
547833,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,6,2011-03-25 17:34:00,1.65,16780.0,United Kingdom,9.899999999999999,2011-03
570672,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,2011-10-11 14:52:00,0.42,12536.0,France,10.08,2011-10
557319,22917,HERB MARKER ROSEMARY,12,2011-06-20 08:23:00,0.65,15076.0,United Kingdom,7.800000000000001,2011-06
547910,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2011-03-28 12:23:00,1.25,14159.0,United Kingdom,2.5,2011-03
571039,22672,FRENCH BATHROOM SIGN BLUE METAL,2,2011-10-13 12:59:00,1.65,16121.0,United Kingdom,3.3,2011-10
564091,23252,VINTAGE RED ENAMEL TRIM JUG ,4,2011-08-23 09:57:00,3.75,15804.0,United Kingdom,15.0,2011-08
550464,82578,KITCHEN METAL SIGN,5,2011-04-18 13:30:00,0.55,16550.0,United Kingdom,2.75,2011-04
565243,23144,ZINC T-LIGHT HOLDER STARS SMALL,24,2011-09-02 10:20:00,0.83,16735.0,United Kingdom,19.919999999999998,2011-09
541816,21500,PINK POLKADOT WRAP ,25,2011-01-21 15:56:00,0.42,17799.0,United Kingdom,10.5,2011-01
554955,22179,SET 10 NIGHT OWL LIGHTS,4,2011-05-27 14:55:00,6.75,17412.0,United Kingdom,27.0,2011-05
540816,84692,BOX OF 24 COCKTAIL PARASOLS,6,2011-01-11 12:55:00,0.42,15518.0,United Kingdom,2.52,2011-01
578109,22321,BIRD DECORATION RED RETROSPOT,12,2011-11-23 09:22:00,0.85,14020.0,United Kingdom,10.2,2011-11
570285,23296,SET OF 6 TEA TIME BAKING CASES,8,2011-10-10 11:32:00,1.25,16637.0,United Kingdom,10.0,2011-10
549250,79000,MOROCCAN TEA GLASS,12,2011-04-07 12:10:00,0.85,14446.0,United Kingdom,10.2,2011-04
562965,23199,JUMBO BAG APPLES,10,2011-08-11 10:45:00,2.08,18226.0,United Kingdom,20.8,2011-08
575337,21849,SILVER DIAMANTE PEN IN GIFT BOX,2,2011-11-09 14:11:00,4.95,17867.0,United Kingdom,9.9,2011-11
564534,85099B,JUMBO BAG RED RETROSPOT,10,2011-08-25 15:09:00,2.08,12748.0,United Kingdom,20.8,2011-08
553739,22846,BREAD BIN DINER STYLE RED ,2,2011-05-19 09:23:00,16.95,14895.0,United Kingdom,33.9,2011-05
578805,23200,JUMBO BAG PEARS,10,2011-11-25 12:57:00,2.08,16401.0,United Kingdom,20.8,2011-11
578348,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,2011-11-24 09:34:00,0.42,12494.0,France,6.72,2011-11
543829,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,72,2011-02-14 09:47:00,3.39,12939.0,United Kingdom,244.08,2011-02
548368,23194,GYMKHANNA TREASURE BOOK BOX,8,2011-03-30 15:52:00,2.25,17677.0,United Kingdom,18.0,2011-03
543813,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-02-13 15:02:00,9.95,16897.0,United Kingdom,19.9,2011-02
581134,84708B,PINK JEWELLED PHOTO FRAME ,1,2011-12-07 13:12:00,4.95,16368.0,United Kingdom,4.95,2011-12
552954,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-05-12 12:30:00,2.55,14064.0,United Kingdom,81.6,2011-05
570418,23020,GLASS  SONGBIRD STORAGE JAR,2,2011-10-10 13:31:00,12.5,15211.0,United Kingdom,25.0,2011-10
542090,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,2011-01-25 12:39:00,0.85,15518.0,United Kingdom,3.4,2011-01
561817,85099B,JUMBO BAG RED RETROSPOT,10,2011-07-29 15:51:00,2.08,12921.0,United Kingdom,20.8,2011-07
552039,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-05-06 08:10:00,0.55,13081.0,United Kingdom,13.200000000000001,2011-05
570016,23157,SET OF 6 NATIVITY MAGNETS ,12,2011-10-07 10:06:00,2.08,14911.0,EIRE,24.96,2011-10
544337,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,2011-02-18 08:34:00,9.95,13425.0,United Kingdom,19.9,2011-02
574340,84596F,SMALL MARSHMALLOWS PINK BOWL,5,2011-11-04 10:08:00,0.42,17377.0,United Kingdom,2.1,2011-11
550628,84212,"ASSORTED FLOWER COLOUR ""LEIS""",24,2011-04-19 14:37:00,0.65,13101.0,United Kingdom,15.600000000000001,2011-04
550361,23233,WRAP POPPIES  DESIGN,25,2011-04-18 11:10:00,0.42,13082.0,United Kingdom,10.5,2011-04
570076,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,2011-10-07 11:17:00,0.85,15738.0,United Kingdom,20.4,2011-10
536627,22941,CHRISTMAS LIGHTS 10 REINDEER,2,2010-12-02 10:53:00,8.5,15658.0,United Kingdom,17.0,2010-12
542584,84050,PINK HEART SHAPE EGG FRYING PAN,4,2011-01-28 15:21:00,1.65,18016.0,United Kingdom,6.6,2011-01
539103,20685,DOORMAT RED RETROSPOT,10,2010-12-16 10:38:00,6.75,16985.0,United Kingdom,67.5,2010-12
555851,22981,PANTRY APPLE CORER,1,2011-06-07 13:37:00,1.45,13050.0,United Kingdom,1.45,2011-06
567580,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,12,2011-09-21 11:10:00,4.15,16493.0,United Kingdom,49.800000000000004,2011-09
562913,21889,WOODEN BOX OF DOMINOES,12,2011-08-10 13:19:00,1.25,17042.0,United Kingdom,15.0,2011-08
536542,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-12-01 14:11:00,2.95,16456.0,United Kingdom,94.4,2010-12
539442,22469,HEART OF WICKER SMALL,12,2010-12-17 15:39:00,1.65,16558.0,United Kingdom,19.799999999999997,2010-12
580676,23293,SET OF 12 FAIRY CAKE BAKING CASES,1,2011-12-05 14:39:00,0.83,17817.0,United Kingdom,0.83,2011-12
561902,23287,RED VINTAGE SPOT BEAKER,96,2011-07-31 15:50:00,0.85,17404.0,Sweden,81.6,2011-07
553885,22427,ENAMEL FLOWER JUG CREAM,3,2011-05-19 15:41:00,5.95,12601.0,Germany,17.85,2011-05
548700,22981,PANTRY APPLE CORER,1,2011-04-03 11:11:00,1.45,13623.0,United Kingdom,1.45,2011-04
580167,22573,STAR WOODEN CHRISTMAS DECORATION,96,2011-12-02 11:28:00,0.85,17386.0,United Kingdom,81.6,2011-12
558416,21380,WOODEN HAPPY BIRTHDAY GARLAND,2,2011-06-29 10:50:00,2.95,16059.0,United Kingdom,5.9,2011-06
564483,21292,SMALL STRIPES CHOCOLATE GIFT BAG ,16,2011-08-25 13:46:00,0.85,14050.0,United Kingdom,13.6,2011-08
570652,22902,TOTE BAG I LOVE LONDON,12,2011-10-11 13:45:00,2.1,17863.0,United Kingdom,25.200000000000003,2011-10
549981,22520,CHILDS GARDEN TROWEL BLUE ,1,2011-04-13 15:49:00,0.85,16348.0,United Kingdom,0.85,2011-04
540178,22894,TABLECLOTH RED APPLES DESIGN ,2,2011-01-05 12:42:00,8.5,12681.0,France,17.0,2011-01
571666,20974,12 PENCILS SMALL TUBE SKULL,120,2011-10-18 13:02:00,0.65,16422.0,United Kingdom,78.0,2011-10
561884,21872,GLAMOROUS  MUG,1,2011-07-31 13:07:00,1.25,15453.0,United Kingdom,1.25,2011-07
547835,22499,WOODEN UNION JACK BUNTING,4,2011-03-27 10:18:00,5.95,15465.0,United Kingdom,23.8,2011-03
577411,22631,CIRCUS PARADE LUNCH BOX ,2,2011-11-20 11:00:00,1.95,17387.0,United Kingdom,3.9,2011-11
537674,22470,HEART OF WICKER LARGE,12,2010-12-08 09:51:00,2.95,15628.0,United Kingdom,35.400000000000006,2010-12
580914,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,2,2011-12-06 13:42:00,1.25,14871.0,United Kingdom,2.5,2011-12
542107,22723,SET OF 6 HERB TINS SKETCHBOOK,1,2011-01-25 13:38:00,3.95,16222.0,United Kingdom,3.95,2011-01
562313,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,2011-08-04 11:38:00,9.95,14640.0,United Kingdom,19.9,2011-08
547876,84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,1,2011-03-27 15:41:00,12.75,16638.0,United Kingdom,12.75,2011-03
563917,22659,LUNCH BOX I LOVE LONDON,4,2011-08-21 13:46:00,1.95,14572.0,United Kingdom,7.8,2011-08
542733,15056N,EDWARDIAN PARASOL NATURAL,2,2011-01-31 15:35:00,5.95,15058.0,United Kingdom,11.9,2011-01
541970,22930,BAKING MOULD HEART MILK CHOCOLATE,12,2011-01-24 13:48:00,2.55,15179.0,United Kingdom,30.599999999999998,2011-01
574852,22423,REGENCY CAKESTAND 3 TIER,3,2011-11-07 12:04:00,12.75,15493.0,United Kingdom,38.25,2011-11
562947,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,4,2011-08-11 09:45:00,3.75,15987.0,United Kingdom,15.0,2011-08
547789,22501,PICNIC BASKET WICKER LARGE,2,2011-03-25 12:04:00,9.95,14911.0,EIRE,19.9,2011-03
571328,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-10-17 11:27:00,1.25,12473.0,Germany,15.0,2011-10
543382,47567B,TEA TIME KITCHEN APRON,1,2011-02-07 16:21:00,5.95,14030.0,United Kingdom,5.95,2011-02
547801,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-03-25 12:57:00,0.55,14107.0,United Kingdom,13.200000000000001,2011-03
571669,21788,KIDS RAIN MAC BLUE,3,2011-10-18 13:11:00,0.85,17758.0,United Kingdom,2.55,2011-10
561077,23201,JUMBO BAG ALPHABET,10,2011-07-24 15:53:00,2.08,17649.0,United Kingdom,20.8,2011-07
560504,22979,PANTRY WASHING UP BRUSH,12,2011-07-19 11:47:00,1.45,13081.0,United Kingdom,17.4,2011-07
572655,23173,REGENCY TEAPOT ROSES ,2,2011-10-25 12:20:00,9.95,16708.0,United Kingdom,19.9,2011-10
568167,23414,ZINC BOX SIGN HOME,1,2011-09-25 12:45:00,9.95,15706.0,United Kingdom,9.95,2011-09
556784,22364,GLASS JAR DIGESTIVE BISCUITS,2,2011-06-14 13:15:00,2.95,14461.0,United Kingdom,5.9,2011-06
545653,21931,JUMBO STORAGE BAG SUKI,100,2011-03-04 13:39:00,1.65,15311.0,United Kingdom,165.0,2011-03
554062,21746,SMALL RED RETROSPOT WINDMILL,12,2011-05-22 10:21:00,1.25,13654.0,United Kingdom,15.0,2011-05
560047,22315,200 RED + WHITE BENDY STRAWS,1,2011-07-14 15:01:00,1.25,17259.0,United Kingdom,1.25,2011-07
563031,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,2011-08-11 14:38:00,1.65,13263.0,United Kingdom,1.65,2011-08
558247,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1,2011-06-27 16:46:00,9.95,14167.0,United Kingdom,9.95,2011-06
537915,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2010-12-09 10:55:00,9.95,12797.0,Portugal,19.9,2010-12
572311,23147,SINGLE ANTIQUE ROSE HOOK IVORY,1,2011-10-23 15:45:00,1.45,14035.0,United Kingdom,1.45,2011-10
543056,22472,TV DINNER TRAY DOLLY GIRL,6,2011-02-03 10:47:00,4.95,12471.0,Germany,29.700000000000003,2011-02
576688,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,2011-11-16 12:16:00,2.49,16717.0,United Kingdom,14.940000000000001,2011-11
542934,22029,SPACEBOY BIRTHDAY CARD,12,2011-02-02 11:01:00,0.42,13093.0,United Kingdom,5.04,2011-02
547658,21402,RED  EGG  SPOON,6,2011-03-24 13:04:00,0.12,13736.0,United Kingdom,0.72,2011-03
572858,23205,CHARLOTTE BAG VINTAGE ALPHABET ,2,2011-10-26 12:36:00,0.85,13571.0,United Kingdom,1.7,2011-10
558235,23306,SET OF 36 DOILIES PANTRY DESIGN,4,2011-06-27 14:41:00,1.45,16242.0,United Kingdom,5.8,2011-06
557208,23203,JUMBO BAG DOILEY PATTERNS,10,2011-06-17 11:38:00,2.08,16172.0,United Kingdom,20.8,2011-06
546781,22548,HEADS AND TAILS SPORTING FUN,12,2011-03-17 09:03:00,1.25,12955.0,United Kingdom,15.0,2011-03
544591,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-02-21 15:20:00,9.95,13044.0,United Kingdom,19.9,2011-02
545995,48185,DOORMAT FAIRY CAKE,3,2011-03-08 13:54:00,7.95,15023.0,United Kingdom,23.85,2011-03
558877,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,3,2011-07-04 13:50:00,0.83,17841.0,United Kingdom,2.4899999999999998,2011-07
560580,22845,VINTAGE CREAM CAT FOOD CONTAINER,42,2011-07-19 15:23:00,5.55,14088.0,United Kingdom,233.1,2011-07
558641,82580,BATHROOM METAL SIGN,12,2011-07-01 09:19:00,0.55,17865.0,United Kingdom,6.6000000000000005,2011-07
563076,23292,SPACEBOY CHILDRENS CUP,192,2011-08-11 16:12:00,1.05,14646.0,Netherlands,201.60000000000002,2011-08
574683,22572,ROCKING HORSE GREEN CHRISTMAS ,2,2011-11-06 12:50:00,0.85,16372.0,United Kingdom,1.7,2011-11
580603,22802,FAUX FUR CHOCOLATE THROW,6,2011-12-05 11:31:00,7.95,16642.0,United Kingdom,47.7,2011-12
540604,20775,DAISY NOTEBOOK ,6,2011-01-10 11:38:00,1.65,15326.0,United Kingdom,9.899999999999999,2011-01
547832,21495,SKULLS AND CROSSBONES WRAP,25,2011-03-25 16:25:00,0.42,17511.0,United Kingdom,10.5,2011-03
568060,22327,ROUND SNACK BOXES SET OF 4 SKULLS,2,2011-09-23 13:11:00,2.95,14546.0,United Kingdom,5.9,2011-09
574740,20676,RED RETROSPOT BOWL,72,2011-11-06 16:07:00,1.06,12357.0,Switzerland,76.32000000000001,2011-11
549368,21592,RETROSPOT CIGAR BOX MATCHES ,1,2011-04-08 11:26:00,1.25,18036.0,United Kingdom,1.25,2011-04
544586,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-02-21 15:04:00,2.95,17338.0,United Kingdom,17.700000000000003,2011-02
570225,23293,SET OF 12 FAIRY CAKE BAKING CASES,4,2011-10-09 13:15:00,0.83,16595.0,United Kingdom,3.32,2011-10
540672,22625,RED KITCHEN SCALES,2,2011-01-10 15:51:00,8.5,15281.0,United Kingdom,17.0,2011-01
566019,22622,BOX OF VINTAGE ALPHABET BLOCKS,3,2011-09-08 12:44:00,11.95,17243.0,United Kingdom,35.849999999999994,2011-09
551283,84597C,RETRO PINK BALL ASHTRAY ,4,2011-04-27 14:01:00,1.25,16755.0,United Kingdom,5.0,2011-04
537781,21984,PACK OF 12 PINK PAISLEY TISSUES ,1,2010-12-08 12:46:00,0.29,17341.0,United Kingdom,0.29,2010-12
537608,22459,CAST IRON HOOK GARDEN TROWEL,2,2010-12-07 13:20:00,2.55,15024.0,United Kingdom,5.1,2010-12
555573,21385,IVORY HANGING DECORATION  HEART,3,2011-06-05 15:46:00,0.85,15349.0,United Kingdom,2.55,2011-06
553860,22538,MINI JIGSAW GO TO THE FAIR,1,2011-05-19 13:57:00,0.42,17841.0,United Kingdom,0.42,2011-05
555107,22745,POPPY'S PLAYHOUSE BEDROOM ,6,2011-05-31 14:14:00,2.1,12594.0,Italy,12.600000000000001,2011-05
547095,22257,FELT FARM ANIMAL SHEEP,12,2011-03-21 09:03:00,1.25,13018.0,United Kingdom,15.0,2011-03
574877,23570,TRADITIONAL PICK UP STICKS GAME ,12,2011-11-07 13:17:00,1.25,16637.0,United Kingdom,15.0,2011-11
574720,21166,COOK WITH WINE METAL SIGN ,14,2011-11-06 14:39:00,2.08,14547.0,United Kingdom,29.12,2011-11
547650,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,9,2011-03-24 12:08:00,0.85,17059.0,United Kingdom,7.6499999999999995,2011-03
577329,22209,WOOD STAMP SET HAPPY BIRTHDAY,4,2011-11-18 14:15:00,0.83,17779.0,United Kingdom,3.32,2011-11
562670,22727,ALARM CLOCK BAKELIKE RED ,4,2011-08-08 13:42:00,3.75,14911.0,EIRE,15.0,2011-08
576645,23228,FILIGREE HEART BIRD WHITE ,24,2011-11-16 10:14:00,1.25,16245.0,United Kingdom,30.0,2011-11
563354,22726,ALARM CLOCK BAKELIKE GREEN,1,2011-08-15 14:35:00,3.75,15271.0,United Kingdom,3.75,2011-08
567470,23318,BOX OF 6 MINI VINTAGE CRACKERS,1,2011-09-20 12:39:00,2.49,16624.0,United Kingdom,2.49,2011-09
541683,21544,SKULLS  WATER TRANSFER TATTOOS ,18,2011-01-20 15:01:00,0.85,14085.0,United Kingdom,15.299999999999999,2011-01
555158,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,2011-06-01 08:38:00,3.75,14842.0,United Kingdom,22.5,2011-06
548665,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-04-01 14:53:00,2.95,14854.0,United Kingdom,17.700000000000003,2011-04
569653,22972,CHILDREN'S SPACEBOY MUG,12,2011-10-05 12:52:00,1.65,12451.0,Switzerland,19.799999999999997,2011-10
568987,20677,PINK POLKADOT BOWL,16,2011-09-29 15:58:00,1.25,12709.0,Germany,20.0,2011-09
564725,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,1,2011-08-28 12:28:00,1.25,18041.0,United Kingdom,1.25,2011-08
571943,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-10-20 10:10:00,0.85,14638.0,United Kingdom,10.2,2011-10
563211,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-08-14 12:33:00,8.95,17049.0,United Kingdom,17.9,2011-08
543804,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2011-02-13 12:17:00,1.25,16434.0,United Kingdom,15.0,2011-02
557939,22935,BAKING MOULD ROSE MILK CHOCOLATE,6,2011-06-23 15:44:00,3.25,12697.0,Sweden,19.5,2011-06
575607,21991,BOHEMIAN COLLAGE STATIONERY SET,5,2011-11-10 12:37:00,2.46,14096.0,United Kingdom,12.3,2011-11
544657,22927,GREEN GIANT GARDEN THERMOMETER,2,2011-02-22 13:08:00,5.95,14895.0,United Kingdom,11.9,2011-02
541485,84970S,HANGING HEART ZINC T-LIGHT HOLDER,1,2011-01-18 13:05:00,0.85,18118.0,United Kingdom,0.85,2011-01
547926,22979,PANTRY WASHING UP BRUSH,12,2011-03-28 13:59:00,1.45,12481.0,Germany,17.4,2011-03
565326,47559B,TEA TIME OVEN GLOVE,1,2011-09-02 13:41:00,1.25,16706.0,United Kingdom,1.25,2011-09
569229,22398,MAGNETS PACK OF 4 SWALLOWS,1,2011-10-02 14:56:00,0.39,14502.0,United Kingdom,0.39,2011-10
566607,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,20,2011-09-13 16:40:00,0.85,13032.0,United Kingdom,17.0,2011-09
549115,21498,RED RETROSPOT WRAP ,25,2011-04-06 12:41:00,0.42,13098.0,United Kingdom,10.5,2011-04
578853,22952,60 CAKE CASES VINTAGE CHRISTMAS,4,2011-11-27 11:15:00,0.55,17864.0,United Kingdom,2.2,2011-11
545188,22417,PACK OF 60 SPACEBOY CAKE CASES,3,2011-02-28 15:19:00,0.55,14056.0,United Kingdom,1.6500000000000001,2011-02
570246,35819B,"ACRYLIC HANGING JEWEL,BLUE",10,2011-10-09 16:22:00,0.38,16921.0,United Kingdom,3.8,2011-10
544094,20725,LUNCH BAG RED RETROSPOT,10,2011-02-16 09:11:00,1.65,15810.0,United Kingdom,16.5,2011-02
567700,22537,MAGIC DRAWING SLATE DINOSAUR,24,2011-09-22 09:33:00,0.42,16379.0,United Kingdom,10.08,2011-09
573582,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-10-31 14:23:00,4.95,16633.0,United Kingdom,14.850000000000001,2011-10
560094,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-07-14 17:13:00,1.25,18109.0,United Kingdom,15.0,2011-07
543173,22217,T-LIGHT HOLDER HANGING LACE,12,2011-02-04 09:30:00,1.25,13871.0,United Kingdom,15.0,2011-02
545995,48194,DOORMAT HEARTS,2,2011-03-08 13:54:00,7.95,15023.0,United Kingdom,15.9,2011-03
564372,21207,SKULL AND CROSSBONES  GARLAND ,12,2011-08-25 09:55:00,1.65,12714.0,France,19.799999999999997,2011-08
579458,21872,GLAMOROUS  MUG,1,2011-11-29 14:38:00,1.25,16549.0,United Kingdom,1.25,2011-11
550525,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,4,2011-04-19 10:19:00,2.95,14672.0,United Kingdom,11.8,2011-04
571038,20717,STRAWBERRY SHOPPER BAG,3,2011-10-13 12:58:00,1.25,15511.0,United Kingdom,3.75,2011-10
562931,21042,RED RETROSPOT APRON ,1,2011-08-10 16:19:00,5.95,14030.0,United Kingdom,5.95,2011-08
567213,23333,IVORY WICKER HEART MEDIUM,1,2011-09-19 11:04:00,1.25,14684.0,United Kingdom,1.25,2011-09
542627,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-01-31 09:51:00,2.95,14426.0,United Kingdom,17.700000000000003,2011-01
556202,22194,BLACK DINER WALL CLOCK,1,2011-06-09 13:08:00,8.5,14606.0,United Kingdom,8.5,2011-06
542619,21900,"KEY FOB , SHED",6,2011-01-30 15:54:00,0.65,13869.0,United Kingdom,3.9000000000000004,2011-01
578664,22576,SWALLOW WOODEN CHRISTMAS DECORATION,13,2011-11-24 16:59:00,0.85,15910.0,United Kingdom,11.049999999999999,2011-11
580048,20726,LUNCH BAG WOODLAND,1,2011-12-01 12:53:00,1.65,12748.0,United Kingdom,1.65,2011-12
558096,22794,SWEETHEART WIRE MAGAZINE RACK,1,2011-06-26 13:24:00,7.95,15532.0,United Kingdom,7.95,2011-06
558099,21136,PAINTED METAL PEARS ASSORTED,16,2011-06-26 13:45:00,1.69,17593.0,United Kingdom,27.04,2011-06
542107,21166,COOK WITH WINE METAL SIGN ,3,2011-01-25 13:38:00,1.95,16222.0,United Kingdom,5.85,2011-01
581074,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-12-07 11:27:00,0.42,15568.0,United Kingdom,10.08,2011-12
554815,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,2011-05-26 13:46:00,1.79,13798.0,United Kingdom,179.0,2011-05
557954,23110,PARISIENNE KEY CABINET ,2,2011-06-23 18:44:00,5.75,15023.0,United Kingdom,11.5,2011-06
561205,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-07-25 15:48:00,1.45,17693.0,United Kingdom,17.4,2011-07
580304,47566,PARTY BUNTING,10,2011-12-02 14:25:00,4.95,18055.0,United Kingdom,49.5,2011-12
558862,23138,SINGLE WIRE HOOK IVORY HEART,12,2011-07-04 12:25:00,1.45,13901.0,United Kingdom,17.4,2011-07
578707,23339,EGG FRYING PAN BLUE ,1,2011-11-25 11:20:00,2.08,17870.0,United Kingdom,2.08,2011-11
562551,84692,BOX OF 24 COCKTAIL PARASOLS,1,2011-08-05 16:19:00,0.42,17231.0,United Kingdom,0.42,2011-08
555896,22423,REGENCY CAKESTAND 3 TIER,3,2011-06-07 16:04:00,12.75,15640.0,United Kingdom,38.25,2011-06
565862,22801,ANTIQUE GLASS PEDESTAL BOWL,8,2011-09-07 14:56:00,3.75,15885.0,United Kingdom,30.0,2011-09
554009,22961,JAM MAKING SET PRINTED,12,2011-05-20 12:38:00,1.45,12935.0,United Kingdom,17.4,2011-05
553189,21790,VINTAGE SNAP CARDS,3,2011-05-15 13:14:00,0.85,15033.0,United Kingdom,2.55,2011-05
574035,22586,FELTCRAFT HAIRBAND PINK AND BLUE,1,2011-11-02 12:45:00,0.85,14606.0,United Kingdom,0.85,2011-11
538951,22631,CIRCUS PARADE LUNCH BOX ,2,2010-12-15 11:26:00,1.95,16782.0,United Kingdom,3.9,2010-12
544304,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,1,2011-02-17 13:47:00,4.25,18125.0,United Kingdom,4.25,2011-02
573300,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2011-10-28 16:10:00,1.65,16049.0,United Kingdom,1.65,2011-10
573277,22362,GLASS JAR PEACOCK BATH SALTS,1,2011-10-28 13:18:00,2.95,14606.0,United Kingdom,2.95,2011-10
556879,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-06-15 12:07:00,2.1,16461.0,United Kingdom,2.1,2011-06
578270,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,2011-11-23 13:39:00,1.63,14096.0,United Kingdom,1.63,2011-11
571701,22574,HEART WOODEN CHRISTMAS DECORATION,24,2011-10-18 15:05:00,0.85,14639.0,United Kingdom,20.4,2011-10
572848,22161,HEART DECORATION RUSTIC HANGING ,24,2011-10-26 12:19:00,0.19,16188.0,United Kingdom,4.5600000000000005,2011-10
548710,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2011-04-03 13:24:00,0.85,16678.0,United Kingdom,20.4,2011-04
541850,22635,CHILDS BREAKFAST SET DOLLY GIRL ,1,2011-01-23 13:58:00,9.95,14224.0,United Kingdom,9.95,2011-01
580469,23489,VINTAGE BELLS GARLAND,2,2011-12-04 12:32:00,2.89,14583.0,United Kingdom,5.78,2011-12
577169,22469,HEART OF WICKER SMALL,24,2011-11-18 10:42:00,1.65,14641.0,United Kingdom,39.599999999999994,2011-11
545460,85099F,JUMBO BAG STRAWBERRY,2,2011-03-02 17:33:00,1.95,13230.0,United Kingdom,3.9,2011-03
565218,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-09-01 17:45:00,4.15,12739.0,United Arab Emirates,24.900000000000002,2011-09
536591,22121,NOEL WOODEN BLOCK LETTERS ,2,2010-12-01 16:58:00,5.95,14606.0,United Kingdom,11.9,2010-12
567211,35923,CANDY HEART HANGING DECORATION,8,2011-09-19 11:02:00,0.39,14159.0,United Kingdom,3.12,2011-09
570466,23493,VINTAGE DOILY TRAVEL SEWING KIT,2,2011-10-10 16:03:00,1.95,16791.0,United Kingdom,3.9,2011-10
538651,72598,SET/12 TAPER CANDLES,3,2010-12-13 15:07:00,0.85,15311.0,United Kingdom,2.55,2010-12
